year,month,total,min,max
2012,1,65.40,0.00,271.40
2012,2,55.40,0.00,428.40
2012,3,226.80,0.00,1206.00
2012,4,43.20,0.00,131.40
2012,5,97.40,0.00,173.60
2012,6,22.80,0.00,34.20
2012,7,44.60,0.00,51.80
2012,8,8.20,0.00,14.40
2012,9,9.40,0.00,22.60
2012,10,22.20,0.00,58.80
2012,11,13.40,0.00,40.40
2013,12,23.20,0.00,60.80
2013,1,165.80,0.00,467.20
2013,2,60.00,0.00,238.40
2013,3,69.00,0.00,349.00
2013,4,38.80,0.00,102.40
2013,5,58.60,0.00,199.60
2013,6,3.60,0.00,17.80
2013,7,14.40,0.00,59.40
2013,8,3.60,0.00,6.80
2013,9,13.20,0.00,33.80
2013,10,26.80,0.00,40.60
2013,11,52.20,0.00,210.60
2014,12,21.20,0.00,90.20
2014,1,72.40,0.00,338.60
2014,2,69.00,0.00,487.80
2014,3,102.60,0.00,334.80
2014,4,145.20,0.00,373.60
2014,5,28.60,0.00,116.00
2014,6,27.80,0.00,80.60
2014,7,6.60,0.00,26.60
2014,8,13.80,0.00,32.00
2014,9,3.00,0.00,6.80
2014,10,4.80,0.00,8.00
2014,11,3.20,0.00,9.40
2015,12,66.60,0.00,85.20
2015,1,68.80,0.00,324.40
2015,2,243.20,0.00,702.40
2015,3,114.40,0.00,288.60
2015,4,28.40,0.00,79.20
2015,5,9.40,0.00,26.60
2015,6,43.60,0.00,206.20
2015,7,8.00,0.00,30.80
2015,8,7.20,0.00,10.00
2015,9,13.80,0.00,22.80
2015,10,12.40,0.00,71.60
2015,11,25.60,0.00,99.20
2016,12,83.60,0.00,383.40
2016,1,31.80,0.00,111.40
2016,2,59.80,0.00,150.40
2016,3,69.40,0.00,310.40
2016,4,35.80,0.00,148.60
2016,5,116.00,0.00,224.80
2016,6,23.00,0.00,81.60
2016,7,69.00,0.00,135.80
2016,8,7.80,0.00,39.20
2016,9,30.20,0.00,90.80
2016,10,18.20,0.00,31.00
2016,11,8.20,0.00,17.00
2017,12,89.60,0.00,180.60
2017,1,69.80,0.00,380.60
